IvsII	IIvsIII	IvsIII	stage8	stage18	stage21	stage25	stage27	stage35	ave	stageSpecific
ENSMUSG00000066693	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097303	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034751	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028125	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035372	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023262	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000042207	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021218	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032353	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060601	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115193	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000006998	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038736	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108187	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029767	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026480	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092349	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018239	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000015341	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016995	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079845	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030754	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032380	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005417	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051111	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114282	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086961	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034484	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022911	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040013	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000115539	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073158	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071714	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021963	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070371	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117725	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026972	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047911	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032261	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047250	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073176	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000040760	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043592	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000109866	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020630	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028138	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097250	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109325	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085071	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055720	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025745	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107278	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046841	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105804	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085245	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000086382	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046324	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026239	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103983	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000111292	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074868	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000048546	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115205	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097059	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006711	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000011382	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023011	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000079057	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028164	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026896	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004994	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020310	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096981	0	0	1	0	1	0	0	0	0	1	0
ENSMUSG00000035232	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031066	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034687	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034854	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000027737	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084834	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024487	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102478	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097989	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041836	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022452	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097443	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104900	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020839	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004891	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055945	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000082305	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020790	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092014	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105848	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112218	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030208	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023147	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002997	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044037	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027605	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000042303	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034254	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097643	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000031837	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025260	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028957	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002031	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021066	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036242	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021843	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033904	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024642	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113195	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097312	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000028419	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110206	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042066	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090142	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029060	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030172	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113750	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000053094	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091105	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023886	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060579	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052291	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000070000	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001829	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057777	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106720	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030685	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043336	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028089	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039834	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048376	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085596	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051367	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053110	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104814	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000024293	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031697	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075040	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087166	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095217	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053317	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038077	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037523	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000057409	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000072762	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042606	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029061	0	0	1	0	1	0	0	0	1	1	0
ENSMUSG00000114196	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043987	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022466	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025809	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020781	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002228	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062115	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100280	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027655	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042520	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026700	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087177	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058833	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089987	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055102	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102982	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000027248	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024529	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022009	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034593	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054942	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064358	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000098893	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000070473	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040037	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036192	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025525	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081219	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114302	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100071	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031497	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002763	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000001999	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031730	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025702	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024592	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022774	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018604	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000028096	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104612	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000030303	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042446	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061759	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027509	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023072	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039396	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021608	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049904	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098090	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004626	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048368	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030921	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032135	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044362	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042099	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042388	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028617	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000064193	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098149	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079671	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083482	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027087	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019791	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031558	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102556	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045915	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002833	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076431	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020712	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021614	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000033272	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034607	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053641	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070645	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085054	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074516	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022484	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018740	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024983	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087370	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082241	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033703	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000038807	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074215	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084978	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033826	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000024740	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108255	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040618	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047434	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095690	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017548	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038224	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055416	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009470	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057098	0	0	1	1	0	0	0	0	0	1	0
ENSMUSG00000040842	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020483	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024767	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026020	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102704	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044627	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020061	0	1	1	0	0	0	0	0	1	1	0
ENSMUSG00000074553	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022680	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028068	0	0	0	0	0	1	0	0	0	0	1
ENSMUSG00000037234	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038855	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106056	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027860	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041135	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021265	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087403	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102573	0	0	0	0	1	0	0	0	1	0	1
ENSMUSG00000106375	0	0	0	0	1	0	0	0	1	0	1
ENSMUSG00000023007	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086942	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091337	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050989	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064280	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050064	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000017667	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054679	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045316	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071862	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059897	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000001380	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021874	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058392	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062309	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020070	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000032186	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085582	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000006784	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054405	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096156	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021936	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045934	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066180	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032409	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003346	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025544	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000000740	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106427	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000088	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104241	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103041	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000010142	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030075	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036450	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112331	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053536	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062908	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061322	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019179	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028354	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082769	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000107383	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000007415	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058927	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059208	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056941	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052368	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000056999	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027131	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107690	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001120	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000039046	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000115340	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061755	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069662	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013076	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033684	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113574	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085763	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027968	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097121	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000027222	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086763	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061313	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069309	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118184	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021461	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040564	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000039382	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052102	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000005583	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030047	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062075	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023999	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113280	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058741	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090131	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000116529	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050751	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042684	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000117416	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020634	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085184	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073436	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049287	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022682	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069972	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038622	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029447	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014837	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080801	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103710	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034211	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005950	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026374	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081643	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084276	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071497	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039131	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000020664	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052752	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080115	0	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000051736	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000118210	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052629	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032333	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000039738	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045382	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057359	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104107	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070960	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057329	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103857	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034248	0	0	0	0	1	0	0	0	1	0	1
ENSMUSG00000019814	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022723	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033287	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007721	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027865	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032177	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047181	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108171	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096935	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056116	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000020704	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032501	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053799	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071035	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102302	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026928	0	1	1	0	0	0	0	0	0	1	0
ENSMUSG00000032278	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023951	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093536	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078440	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004771	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104631	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067787	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051285	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001473	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033222	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050428	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103303	0	0	0	0	1	1	0	0	0	0	1
ENSMUSG00000023961	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113536	0	0	0	0	0	0	0	0	0	0	0
